Latitude	Longitude	Elevation (metres)	Distance (KMs)	Gradient
-29.85049	31.01585	18	0	
-29.85064	31.01588	18	0.017	
-29.85105	31.01599	19	0.064	
-29.85145	31.01607	20	0.109	
-29.85188	31.01616	20	0.158	
-29.85197	31.01618	20	0.168	
-29.85224	31.01623	19	0.198	-4
-29.85244	31.01627	18	0.221	-6
-29.8526	31.01631	17	0.239	-7
-29.85297	31.0164	14	0.281	-6
-29.85331	31.01645	12	0.319	-2
-29.85342	31.01648	13	0.332	2
-29.8536	31.01651	13	0.352	2
-29.85365	31.015985	14	0.403	0
-29.8537	31.01546	14	0.454	-1
-29.85374	31.01526	13	0.474	-3
-29.85378	31.01506	13	0.494	-1
-29.85382	31.01479	12	0.52	-2
-29.85386	31.01442	12	0.556	-1
-29.85396	31.0141	11	0.589	-2
-29.85404	31.01394	11	0.607	-2
-29.85408	31.01382	11	0.619	-2
-29.85417	31.01362	10	0.641	-2
-29.85432	31.01337	10	0.67	-1
-29.85487	31.01258	9	0.768	-1
-29.85502	31.01237	9	0.795	0
-29.85512	31.01222	10	0.813	1
-29.85513	31.01221	10	0.814	2
-29.85525	31.01198	10	0.84	2
-29.85528	31.01193	10	0.846	2
-29.85533	31.01178	11	0.862	3
-29.85536	31.01171	11	0.869	4
-29.8554	31.01161	11	0.88	1
-29.85546	31.01143	12	0.898	2
-29.85549	31.01134	12	0.908	2
-29.85554	31.01109	12	0.932	2
-29.85558	31.01082	13	0.959	2
-29.85558	31.01017	14	1.022	3
-29.85558	31.01006	15	1.032	2
-29.85558	31.00953	16	1.083	4
-29.85558	31.0095	17	1.086	5
-29.85558	31.00917	18	1.118	4
-29.85557	31.00876	20	1.158	6
-29.85557	31.0087	21	1.164	3
-29.85555	31.00825	23	1.207	2
-29.85554	31.00785	23	1.246	1
-29.85553	31.00745	24	1.284	3
-29.8555	31.00705	25	1.323	5
-29.855515	31.006405	28	1.385	5
-29.85553	31.00576	31	1.448	3
-29.85552	31.00516	33	1.506	4
-29.85549	31.00488	34	1.533	4
-29.85545	31.00459	35	1.561	3
-29.85538	31.0043	36	1.59	3
-29.85526	31.00392	37	1.629	4
-29.85525	31.0039	37	1.632	0
-29.8552	31.00375	38	1.647	0
-29.85504	31.0033	37	1.694	-1
-29.85495	31.00304	37	1.721	1
-29.8549	31.0029	37	1.736	2
-29.85481	31.00263	38	1.764	4
-29.85477	31.00251	38	1.776	4
-29.85466	31.00221	40	1.807	5
-29.85455	31.0019	41	1.84	3
-29.85434	31.00132	43	1.9	4
-29.85428	31.00118	44	1.916	6
-29.85422	31.00103	45	1.931	6
-29.85407	31.00067	47	1.97	7
-29.85392	31.00037	50	2.003	8
-29.85374	31.00001	53	2.044	8
-29.85362	30.99978	55	2.07	5
-29.85338	30.99928	58	2.125	5
-29.85338	30.99927	58	2.126	5
-29.85308	30.99868	61	2.192	5
-29.85294	30.9984	63	2.223	5
-29.85275	30.998	65	2.267	3
-29.85242	30.99729	67	2.345	3
-29.85232	30.99706	68	2.37	3
-29.85227	30.99691	68	2.385	6
-29.85218	30.99666	69	2.411	8
-29.851855	30.99572	77	2.509	8
-29.85153	30.99478	85	2.607	6
-29.85132	30.994115	89	2.675	0
-29.85111	30.99345	89	2.743	3
-29.85087	30.9925	92	2.839	5
-29.85075	30.99192	95	2.896	7
-29.85063	30.99134	99	2.954	10
-29.85051	30.99071	105	3.016	10
-29.85042	30.99032	109	3.055	6
-29.85041	30.9903	109	3.057	2
-29.8503	30.98981	110	3.106	-4
-29.85009	30.98881	106	3.206	-3
-29.849945	30.98812	104	3.274	-7
-29.8498	30.98743	99	3.343	-8
-29.84972	30.98721	97	3.366	-8
-29.8497	30.98714	96	3.373	-10
-29.84962	30.98693	95	3.395	-10
-29.84947	30.98667	91	3.425	-11
-29.84927	30.98642	88	3.458	-8
-29.84906	30.98619	86	3.49	-5
-29.84883	30.98602	85	3.521	-4
-29.84815	30.98561	82	3.606	-4
-29.84772	30.98549	80	3.655	-4
-29.84725	30.98539	78	3.708	-5
-29.84697	30.98533	76	3.74	-5
-29.84674	30.98527	75	3.766	-5
-29.84672	30.98527	75	3.769	-4
-29.84667	30.98526	75	3.774	-2
-29.84657	30.98524	75	3.786	2
-29.84656	30.98523	75	3.787	3
-29.84643	30.9852	75	3.802	4
-29.84596	30.985085	77	3.855	4
-29.84549	30.98497	79	3.909	4
-29.845	30.98486	81	3.964	4
-29.84478	30.98482	82	3.989	5
-29.84464	30.98479	83	4.005	5
-29.84447	30.98475	84	4.024	5
-29.8443	30.98469	85	4.044	4
-29.8441	30.98458	86	4.069	5
-29.84405	30.98456	86	4.075	6
-29.84383	30.98444	88	4.102	6
-29.84354	30.98426	90	4.138	5
-29.84313	30.98391	93	4.195	6
-29.84279	30.98352	96	4.249	6
-29.84256	30.9832	99	4.289	6
-29.8425	30.9831	99	4.301	2
-29.84225	30.98264	100	4.353	3
-29.84184	30.98177	103	4.449	3
-29.84183	30.98173	103	4.453	4
-29.84175	30.98154	104	4.473	6
-29.84167	30.98136	105	4.492	8
-29.84158	30.98115	107	4.515	9
-29.84141	30.98073	111	4.56	9
-29.84133	30.98052	113	4.582	7
-29.84125	30.98033	114	4.602	8
-29.8412	30.98021	115	4.615	8
-29.84111	30.97995	118	4.642	6
-29.840925	30.979465	121	4.693	4
-29.84074	30.97898	123	4.745	2
-29.84063	30.9787	123	4.774	0
-29.84054	30.97841	123	4.804	-2
-29.84045	30.97812	122	4.834	-5
-29.84037	30.97783	120	4.863	-7
-29.84035	30.97774	120	4.872	-5
-29.84025	30.97738	117	4.909	-6
-29.84019	30.97709	116	4.937	-6
-29.84018	30.97704	116	4.942	-3
-29.84015	30.97688	115	4.958	2
-29.8401	30.97666	115	4.98	4
-29.84003	30.9762	118	5.025	8
-29.83997	30.97585	121	5.06	8
-29.83993	30.9754	124	5.103	8
-29.8399	30.97511	127	5.132	9
-29.83985	30.97441	133	5.199	8
-29.83984	30.97401	136	5.238	0
-29.83984	30.97349	136	5.288	0
-29.83985	30.97312	136	5.324	-1
-29.83986	30.97275	135	5.36	2
-29.8399	30.97216	136	5.417	2
-29.83994	30.97183	137	5.449	4
-29.83998	30.9709	141	5.539	3
-29.83998	30.97058	141	5.57	0
-29.83998	30.97055	141	5.573	-1
-29.83995	30.97019	141	5.608	-2
-29.83993	30.96988	140	5.638	-3
-29.83989	30.96956	139	5.669	-2
-29.83986	30.96934	139	5.69	-3
-29.83981	30.96906	138	5.718	-10
-29.83979	30.96894	137	5.73	-13
-29.8397	30.96851	131	5.773	-10
-29.83963	30.9682	130	5.803	2
-29.83948	30.96761	131	5.863	2
-29.83941	30.96729	132	5.895	2
-29.83935	30.96703	132	5.921	0
-29.83927	30.96661	132	5.962	0
-29.83926	30.96655	132	5.968	-3
-29.83921	30.9663	132	5.993	-4
-29.83917	30.966	130	6.022	-7
-29.83913	30.96552	127	6.069	-8
-29.83911	30.96518	124	6.102	-7
-29.8391	30.96481	122	6.137	-3
-29.8391	30.96439	122	6.178	-2
-29.83914	30.96382	121	6.233	-2
-29.8392	30.96343	120	6.271	-1
-29.83931	30.96298	120	6.317	-2
-29.83929	30.96284	119	6.33	-1
-29.83929	30.96275	119	6.339	-2
-29.83931	30.96262	119	6.352	-2
-29.83936	30.96243	119	6.371	-2
-29.83941	30.96222	118	6.392	-2
-29.8396	30.96159	117	6.456	-4
-29.83985	30.96092	114	6.527	-10
-29.84004	30.96043	109	6.579	-8
-29.84011	30.96024	108	6.598	-4
-29.84018	30.96006	108	6.618	-4
-29.84023	30.95992	107	6.632	-5
-29.84039	30.95947	105	6.679	-5
-29.84048	30.95911	103	6.715	-6
-29.84061	30.95863	100	6.764	-2
-29.84071	30.95812	99	6.814	-2
-29.84075	30.95776	98	6.849	-2
-29.84077	30.95751	98	6.874	-3
-29.84078	30.95748	98	6.877	-2
-29.84078	30.95732	97	6.892	-3
-29.84079	30.9573	97	6.894	-4
-29.8408	30.9571	97	6.914	-5
-29.8408	30.95702	96	6.921	-3
-29.8408	30.95699	96	6.924	-2
-29.84081	30.95682	95	6.941	-1
-29.84081	30.95661	95	6.961	0
-29.84082	30.95613	95	7.007	1
-29.84077	30.95538	96	7.08	0
-29.8407	30.95458	96	7.158	-1
-29.84063	30.95378	95	7.235	-1
-29.8406	30.95351	95	7.262	1
-29.84055	30.95305	96	7.306	4
-29.84048	30.95229	99	7.38	8
-29.84043	30.95175	103	7.433	7
-29.84043	30.95168	103	7.439	6
-29.84037	30.95101	107	7.504	5
-29.84035	30.95063	108	7.541	1
-29.84034	30.95017	108	7.586	1
-29.84036	30.94979	109	7.622	4
-29.84038	30.94947	111	7.653	7
-29.84042	30.9492	113	7.68	4
-29.84044	30.94903	114	7.696	3
-29.8405	30.94874	114	7.725	2
-29.84057	30.94845	115	7.754	7
-29.84066	30.94817	118	7.783	10
-29.84082	30.94776	122	7.826	10
-29.84098	30.94738	126	7.867	8
-29.84114	30.94709	128	7.9	4
-29.84155	30.94642	131	7.98	3
-29.84199	30.94578	133	8.058	3
-29.84243	30.94514	135	8.137	5
-29.84263	30.94483	139	8.175	5
-29.84296	30.944335	142	8.235	7
-29.84329	30.94384	146	8.295	6
-29.84334	30.94375	146	8.306	0
-29.843705	30.9432	146	8.372	1
-29.84407	30.94265	147	8.439	8
-29.84437	30.9421	152	8.502	9
-29.84453	30.9418	156	8.536	9
-29.8447	30.94143	159	8.576	6
-29.84482	30.94114	160	8.607	2
-29.84484	30.94107	160	8.615	-2
-29.84492	30.94086	160	8.637	-2
-29.84503	30.94055	159	8.669	-5
-29.84518	30.94009	156	8.717	-10
-29.84532	30.93964	150	8.763	-12
-29.84541	30.93933	147	8.794	-10
-29.84547	30.93913	145	8.815	-4
-29.8456	30.93867	144	8.861	3
-29.84574	30.93823	148	8.907	15
-29.84587	30.9378	157	8.951	19
-29.846055	30.937175	169	9.014	6
-29.84624	30.93655	173	9.078	8
-29.84641	30.93607	177	9.128	4
-29.8466	30.93563	177	9.176	7
-29.84704	30.93485	183	9.265	4
-29.84743	30.93425	186	9.338	3
-29.84767	30.93369	188	9.398	3
-29.84788	30.93309	190	9.461	3
-29.84802	30.93252	192	9.518	2
-29.84809	30.93211	192	9.558	2
-29.84814	30.93168	194	9.6	5
-29.84814	30.93162	194	9.606	6
-29.84815	30.93148	195	9.619	5
-29.84817	30.93112	197	9.654	4
-29.84814	30.93054	199	9.71	3
-29.84809	30.93009	200	9.754	4
-29.84801	30.92968	202	9.795	5
-29.84791	30.92927	204	9.836	5
-29.84773	30.92871	207	9.894	3
-29.84741	30.92789	210	9.98	7
-29.84709	30.92707	216	10.067	9
-29.84678	30.92633	223	10.147	7
-29.846565	30.92579	227	10.204	0
-29.84635	30.92525	227	10.261	6
-29.84611	30.92462	231	10.328	6
-29.8461	30.92461	231	10.329	4
-29.8459	30.92412	233	10.381	4
-29.84565	30.92362	235	10.437	2
-29.84541	30.92319	235	10.487	-2
-29.8452	30.92283	233	10.528	-5
-29.84507	30.92263	232	10.553	-2
-29.84459	30.92195	230	10.637	0
-29.844255	30.92149	230	10.695	-5
-29.84392	30.92103	227	10.753	-4
-29.84383	30.92091	227	10.769	-1
-29.84371	30.92075	227	10.789	-1
-29.84329	30.92021	226	10.859	-1
-29.84312	30.91997	226	10.889	1
-29.84289	30.91963	227	10.931	11
-29.84256	30.91909	234	10.994	5
-29.84228	30.91857	237	11.053	5
-29.84221	30.91843	238	11.069	9
-29.84197	30.91794	243	11.123	9
-29.8418	30.91754	247	11.166	9
-29.84148	30.91668	255	11.257	8
-29.84129	30.91609	260	11.318	5
-29.841	30.91524	264	11.406	4
-29.84099	30.9152	264	11.41	2
-29.84078	30.91465	265	11.468	1
-29.84069	30.91443	265	11.491	2
-29.84068	30.9144	265	11.494	1
-29.84059	30.9142	266	11.516	0
-29.8403	30.91356	266	11.586	4
-29.83996	30.91294	269	11.657	5
-29.83979	30.91266	271	11.69	5
-29.83966	30.91245	272	11.715	2
-29.83934	30.91195	273	11.775	4
-29.83902	30.9115	275	11.831	5
-29.83871	30.91106	278	11.886	-1
-29.83824	30.91039	277	11.969	4
-29.83795	30.90999	279	12.019	3
-29.83758	30.90946	281	12.085	3
-29.83744	30.9092	282	12.114	4
-29.83722	30.9088	284	12.16	4
-29.83709	30.90852	285	12.191	3
-29.83708	30.9085	285	12.193	2
-29.83704	30.90839	285	12.204	2
-29.83691	30.90799	286	12.246	4
-29.83681	30.90761	288	12.284	3
-29.83675	30.90739	288	12.306	2
-29.8367	30.90714	289	12.331	2
-29.83667	30.90696	289	12.349	2
-29.83663	30.90674	289	12.37	1
-29.83661	30.90647	290	12.397	2
-29.8366	30.90621	290	12.422	2
-29.8366	30.90592	291	12.45	0
-29.8366	30.90564	290	12.477	-3
-29.83662	30.90516	289	12.523	-2
-29.83664	30.90471	288	12.567	-2
-29.83668	30.9042	287	12.616	0
-29.836715	30.90348	287	12.686	0
-29.83675	30.90276	287	12.755	0
-29.83674	30.90228	287	12.802	-2
-29.83674	30.90211	286	12.818	-1
-29.83673	30.90203	286	12.826	-2
-29.83673	30.90193	286	12.836	3
-29.83671	30.90171	286	12.857	4
-29.83672	30.90168	286	12.86	5
-29.83669	30.90141	288	12.886	6
-29.83667	30.90113	289	12.914	5
-29.83662	30.90085	291	12.941	7
-29.83654	30.90053	293	12.973	5
-29.83647	30.90026	294	13.001	3
-29.83637	30.89992	295	13.035	1
-29.83624	30.89953	295	13.076	0
-29.83589	30.89865	295	13.169	1
-29.83571	30.89822	297	13.215	4
-29.83567	30.89813	297	13.225	0
-29.83544	30.89758	297	13.284	-12
-29.83514	30.8969	288	13.358	-15
-29.83496	30.89651	279	13.4	-20
-29.83478	30.89609	270	13.445	-11
-29.8344	30.89521	260	13.54	8
-29.83402	30.89433	268	13.635	8
-29.83389	30.894	270	13.67	6
-29.83377	30.89367	272	13.705	5
-29.83361	30.8932	274	13.754	4
-29.83354	30.89291	275	13.783	0
-29.83349	30.89262	274	13.811	-2
-29.83345	30.89234	274	13.839	-1
-29.83341	30.89183	273	13.888	-2
-29.83341	30.89147	272	13.923	0
-29.83342	30.89122	273	13.947	3
-29.83344	30.89103	274	13.965	4
-29.83347	30.89079	274	13.989	3
-29.83354	30.89045	276	14.023	5
-29.8336	30.89015	277	14.052	3
-29.83369	30.88976	278	14.091	1
-29.83377	30.88946	278	14.122	-1
-29.83387	30.88901	277	14.167	-5
-29.83391	30.88882	275	14.185	-4
-29.83393	30.88873	275	14.194	-4
-29.83396	30.88851	274	14.216	-6
-29.83399	30.88828	273	14.238	-6
-29.83402	30.88799	271	14.267	-1
-29.83404	30.88757	272	14.307	2
-29.83404	30.88713	273	14.35	6
-29.83401	30.88657	276	14.404	5
-29.83397	30.88592	279	14.467	4
-29.83393	30.8852	282	14.536	3
-29.83391	30.88487	282	14.568	1
-29.83392	30.88442	283	14.612	0
-29.83395	30.88393	282	14.659	-1
-29.83399	30.88361	282	14.69	0
-29.83399	30.88359	282	14.692	-2
-29.83402	30.88336	282	14.715	-2
-29.83409	30.88295	281	14.755	-1
-29.83414	30.88264	281	14.786	3
-29.83422	30.88233	283	14.817	6
-29.83429	30.88202	285	14.848	5
-29.83444	30.88156	287	14.895	4
-29.83454	30.88127	288	14.925	0
-29.83466	30.88096	287	14.958	0
-29.834915	30.880415	287	15.018	0
-29.83517	30.87987	287	15.078	1
-29.83548	30.879205	288	15.151	-7
-29.83579	30.87854	283	15.224	7
-29.83611	30.87784	288	15.3	9
-29.83643	30.87714	295	15.376	6
-29.836695	30.87649	299	15.446	4
-29.83696	30.87584	302	15.515	5
-29.83703	30.87567	303	15.533	-5
-29.83725	30.87507	300	15.596	-7
-29.83745	30.87448	296	15.657	-3
-29.8377	30.873735	294	15.735	-4
-29.83795	30.87299	291	15.812	-5
-29.83802	30.87276	289	15.835	-5
-29.83806	30.87264	289	15.848	-1
-29.83813	30.87245	288	15.868	0
-29.83833	30.87185	288	15.93	1
-29.83845	30.87151	289	15.965	3
-29.83846	30.87144	289	15.972	5
-29.83851	30.87124	290	15.992	6
-29.83861	30.87069	293	16.046	6
-29.83863	30.87039	295	16.075	3
-29.83865	30.87	295	16.113	2
-29.83864	30.86975	296	16.137	4
-29.83863	30.86945	297	16.166	2
-29.83859	30.86916	297	16.195	2
-29.83853	30.86884	298	16.226	3
-29.8385	30.8687	299	16.24	5
-29.83846	30.86852	299	16.258	4
-29.83837	30.86823	301	16.288	6
-29.8383	30.86803	302	16.309	6
-29.83816	30.86774	304	16.341	6
-29.8381	30.86762	305	16.354	5
-29.83796	30.86733	307	16.386	4
-29.83777	30.867	308	16.424	4
-29.8377	30.86687	309	16.439	2
-29.83753	30.86657	309	16.474	0
-29.83752	30.86656	309	16.475	0
-29.83734	30.86626	309	16.51	0
-29.83725	30.8661	309	16.529	1
-29.83724	30.86606	309	16.533	3
-29.83713	30.86582	310	16.559	3
-29.83696	30.86538	311	16.606	2
-29.83686	30.86505	312	16.639	3
-29.83678	30.86471	313	16.673	4
-29.83674	30.86451	314	16.693	3
-29.83673	30.86443	314	16.701	2
-29.8367	30.8639	315	16.752	2
-29.8367	30.86342	316	16.799	2
-29.83672	30.86301	317	16.838	3
-29.83675	30.86269	318	16.869	-1
-29.83676	30.86253	318	16.885	-3
-29.83681	30.86206	316	16.931	-3
-29.83683	30.86192	316	16.944	0
-29.83684	30.86186	316	16.95	0
-29.83688	30.86148	316	16.987	0
-29.8369	30.86127	316	17.007	5
-29.83698	30.860675	319	17.066	5
-29.83706	30.86008	322	17.124	6
-29.83706	30.86004	323	17.128	4
-29.83713	30.85951	325	17.179	1
-29.83718	30.859	324	17.229	-4
-29.83724	30.85848	322	17.28	-9
-29.83729	30.8579	317	17.336	-9
-29.83729	30.85756	314	17.369	-9
-29.83721	30.85673	307	17.449	-8
-29.83717	30.8565	306	17.472	-5
-29.83712	30.85628	305	17.494	-4
-29.83707	30.85608	304	17.514	-2
-29.83702	30.85594	304	17.529	0
-29.83694	30.85572	304	17.552	0
-29.83678	30.85533	304	17.593	0
-29.83665	30.85507	304	17.622	2
-29.83645	30.85476	305	17.66	1
-29.83626	30.85451	305	17.692	2
-29.83608	30.85427	306	17.722	5
-29.83567	30.85378	309	17.788	8
-29.83518	30.85319	315	17.867	8
-29.83495	30.85292	318	17.904	9
-29.8347	30.85262	322	17.944	6
-29.83423	30.85203	327	18.021	6
-29.83421	30.852	327	18.025	0
-29.83391	30.85153	327	18.081	0
-29.83385	30.85144	327	18.092	0
-29.83375	30.85127	327	18.112	-2
-29.83375	30.85126	327	18.113	-5
-29.83365	30.85106	326	18.135	-5
-29.83351	30.85072	324	18.171	-6
-29.83341	30.85044	322	18.201	-5
-29.83331	30.85013	321	18.233	-5
-29.8331	30.84932	317	18.314	0
-29.83291	30.84861	317	18.386	0
-29.83284	30.84838	317	18.41	2
-29.83274	30.84806	318	18.442	4
-29.83271	30.84797	319	18.452	5
-29.83259	30.84765	320	18.485	4
-29.83258	30.84763	321	18.488	4
-29.83251	30.84744	321	18.508	4
-29.83242	30.84727	322	18.527	5
-29.8323	30.84702	324	18.554	4
-29.83205	30.84651	326	18.611	1
-29.83164	30.84583	327	18.691	4
-29.8313	30.84523	330	18.76	2
-29.83099	30.84473	331	18.82	2
-29.83086	30.84448	332	18.848	2
-29.83079	30.84434	332	18.863	2
-29.83059	30.84384	333	18.916	4
-29.83043	30.84334	335	18.968	5
-29.83032	30.84287	338	19.015	6
-29.83025	30.84251	340	19.051	4
-29.8302	30.84214	341	19.087	1
-29.83018	30.84175	341	19.124	4
-29.83014	30.84118	343	19.18	2
-29.83012	30.84078	343	19.218	-1
-29.83009	30.84038	342	19.257	0
-29.83002	30.83971	342	19.322	1
-29.82996	30.83938	343	19.355	3
-29.82985	30.83891	344	19.402	1
-29.82971	30.83848	344	19.446	1
-29.82971	30.83847	344	19.447	2
-29.8296	30.83818	345	19.478	2
-29.8294	30.8377	346	19.529	4
-29.82918	30.83718	348	19.585	2
-29.82906	30.83687	348	19.618	0
-29.82898	30.83665	348	19.641	2
-29.82882	30.83626	349	19.683	5
-29.82867	30.83587	352	19.724	5
-29.82861	30.83574	352	19.738	4
-29.82851	30.83548	354	19.765	4
-29.82835	30.83509	355	19.807	4
-29.82819	30.8347	357	19.849	2
-29.82804	30.83431	357	19.89	0
-29.82794	30.83402	357	19.92	-1
-29.8279	30.83391	357	19.932	-2
-29.82778	30.83349	356	19.974	-3
-29.82771	30.83321	355	20.002	-4
-29.82768	30.83309	354	20.014	-3
-29.82767	30.83307	354	20.017	-6
-29.82764	30.83291	354	20.033	-3
-29.82758	30.83267	352	20.057	-3
-29.82753	30.83233	352	20.09	4
-29.82744	30.8318	354	20.142	-6
-29.82737	30.83114	350	20.206	-3
-29.82734	30.83079	351	20.24	2
-29.82733	30.83058	351	20.261	3
-29.82732	30.83051	351	20.267	2
-29.82731	30.83007	353	20.31	2
-29.82731	30.82963	353	20.352	-1
-29.82731	30.82932	352	20.382	-9
-29.82734	30.82875	347	20.438	-9
-29.82738	30.82805	341	20.505	-7
-29.82741	30.82762	339	20.547	-5
-29.82742	30.82715	337	20.592	-5
-29.82743	30.82685	335	20.621	-8
-29.82744	30.82662	333	20.644	-7
-29.82745	30.82629	331	20.675	-8
-29.82746	30.82596	328	20.707	-7
-29.82747	30.82579	327	20.724	-5
-29.82748	30.82554	326	20.748	-3
-29.82748	30.82537	325	20.764	-2
-29.82749	30.82502	325	20.798	0
-29.82749	30.82493	325	20.807	5
-29.82749	30.82483	325	20.817	6
-29.82749	30.82444	328	20.854	10
-29.82749	30.8244	328	20.858	12
-29.82748	30.82397	333	20.9	11
-29.82748	30.82392	334	20.904	10
-29.82743	30.82318	341	20.976	4
-29.82736	30.82247	344	21.045	3
-29.82732	30.82209	344	21.082	3
-29.82724	30.82148	346	21.142	4
-29.82713	30.820623	349	21.225	-1
-29.82702	30.819767	348	21.309	-4
-29.82691	30.81891	345	21.393	-4
-29.82681	30.81811	342	21.471	2
-29.82672	30.81744	343	21.536	4
-29.82667	30.81696	346	21.583	7
-29.82665	30.81682	347	21.596	4
-29.82658	30.8163	349	21.647	3
-29.8265	30.81584	350	21.693	1
-29.82644	30.8155	350	21.726	0
-29.8264	30.81534	350	21.742	0
-29.82634	30.81512	350	21.764	0
-29.82619	30.81468	350	21.81	1
-29.8261	30.81444	351	21.835	4
-29.82593	30.81405	353	21.878	7
-29.82573	30.81364	357	21.923	9
-29.82571	30.8136	357	21.927	8
-29.82563	30.81344	359	21.945	8
-29.82552	30.81325	360	21.967	9
-29.82546	30.81315	361	21.979	9
-29.8253	30.81287	365	22.011	8
-29.82494	30.81233	370	22.077	7
-29.824645	30.81187	374	22.132	0
-29.82435	30.81141	374	22.188	0
-29.82402	30.810895	374	22.25	3
-29.82369	30.81038	376	22.311	3
-29.82348	30.81005	377	22.351	1
-29.82344	30.80999	377	22.358	0
-29.82304	30.80926	377	22.442	0
-29.82288	30.80886	377	22.484	0
-29.82269	30.80835	377	22.538	-2
-29.82266	30.80827	376	22.546	-2
-29.82263	30.80818	376	22.555	-2
-29.82259	30.80802	375	22.572	-3
-29.8225	30.80769	375	22.605	-2
-29.82245	30.80742	374	22.632	-1
-29.82241	30.80722	374	22.651	0
-29.82237	30.80695	374	22.678	0
-29.82235	30.80667	374	22.705	0
-29.82234	30.80659	374	22.713	0
-29.82234	30.80595	374	22.775	0
-29.82237	30.80552	374	22.816	0
-29.82242	30.80528	374	22.84	0
-29.82243	30.80521	374	22.847	5
-29.8225	30.80495	374	22.873	6
-29.82264	30.80456	378	22.914	3
-29.82287	30.80395	380	22.978	0
-29.82305	30.80345	380	23.031	2
-29.823245	30.80285	381	23.092	2
-29.82344	30.80225	382	23.154	3
-29.823585	30.801675	384	23.212	2
-29.82373	30.8011	385	23.27	2
-29.82379	30.80086	386	23.294	2
-29.82384	30.8007	386	23.311	-1
-29.82391	30.80051	386	23.33	-1
-29.82417	30.79974	385	23.41	-4
-29.8244	30.79902	382	23.484	-5
-29.82457	30.79849	379	23.539	-3
-29.82467	30.79818	379	23.571	-1
-29.82479	30.79782	378	23.608	3
-29.82504	30.79709	380	23.684	5
-29.82524	30.79646	383	23.749	-2
-29.82545	30.79586	382	23.811	-2
-29.82546	30.79582	382	23.815	-3
-29.82558	30.79547	380	23.852	-2
-29.82559	30.79544	380	23.855	0
-29.82577	30.7949	380	23.91	2
-29.82593	30.79436	381	23.966	4
-29.82608	30.79383	383	24.019	3
-29.8262	30.79324	385	24.078	1
-29.82626	30.79283	384	24.118	-2
-29.82631	30.79241	383	24.159	2
-29.82631	30.79182	384	24.216	1
-29.8263	30.79166	384	24.232	-1
-29.82628	30.79136	384	24.261	-2
-29.82621	30.79078	383	24.317	-2
-29.82612	30.79035	382	24.36	-3
-29.82604	30.79003	381	24.392	-1
-29.82602	30.78997	381	24.398	1
-29.82591	30.78965	381	24.431	1
-29.82579	30.78927	382	24.471	6
-29.82566	30.78887	386	24.512	15
-29.82549	30.78835	394	24.565	10
-29.82522	30.78751	403	24.652	11
-29.82519	30.78743	404	24.66	9
-29.82516	30.78732	405	24.672	6
-29.82509	30.78712	406	24.692	5
-29.82497	30.78674	408	24.731	1
-29.82467	30.7858	409	24.828	2
-29.82448	30.78525	410	24.885	1
-29.8244	30.78499	410	24.912	10
-29.82426	30.78458	417	24.954	7
-29.82403	30.78389	422	25.026	3
-29.82383	30.7833	424	25.087	0
-29.82363	30.78271	424	25.148	5
-29.82341	30.78209	427	25.213	7
-29.82334	30.7819	430	25.233	13
-29.8231	30.78135	438	25.292	13
-29.82305	30.78125	439	25.303	0
-29.82281	30.78074	439	25.359	2
-29.82257	30.78026	440	25.413	0
-29.82249	30.7801	439	25.431	-3
-29.82248	30.78008	439	25.433	-3
-29.82228	30.77973	438	25.474	-4
-29.82206	30.77935	436	25.518	-2
-29.82177	30.77888	435	25.573	0
-29.82147	30.77842	435	25.629	1
-29.82133	30.77823	436	25.653	4
-29.82114	30.77797	437	25.686	8
-29.82062	30.77732	444	25.771	8
-29.82033	30.77699	448	25.817	10
-29.81988	30.77646	455	25.888	4
-29.81943	30.77596	458	25.958	-5
-29.81875	30.77533	453	26.055	-2
-29.81835	30.77498	452	26.111	1
-29.81782	30.77457	453	26.182	2
-29.81759	30.77441	454	26.212	2
-29.81754	30.77438	455	26.218	5
-29.81744	30.77431	455	26.231	7
-29.81738	30.77428	456	26.238	8
-29.8169	30.77396	461	26.3	11
-29.81625	30.773535	470	26.383	6
-29.8156	30.77311	475	26.466	6
-29.81551	30.77305	476	26.478	-2
-29.81537	30.77296	476	26.496	-6
-29.81498	30.77266	473	26.548	-2
-29.81471	30.77243	474	26.585	3
-29.81451	30.77227	475	26.613	2
-29.81431	30.77206	475	26.643	0
-29.81407	30.7718	475	26.679	-1
-29.81384	30.77148	474	26.719	-3
-29.81363	30.77115	473	26.759	-2
-29.81352	30.77099	473	26.779	0
-29.81343	30.77081	473	26.799	0
-29.81321	30.77038	473	26.847	1
-29.8131	30.77011	474	26.876	8
-29.81293	30.76968	479	26.921	11
-29.81288	30.76951	481	26.939	4
-29.812657	30.76875	484	27.016	8
-29.812433	30.76799	490	27.094	18
-29.81221	30.76723	504	27.171	16
-29.81209	30.76672	512	27.222	11
-29.81196	30.76624	515	27.271	6
-29.81195	30.76622	515	27.273	0
-29.81181	30.76575	515	27.321	-4
-29.81162	30.76502	512	27.395	-2
-29.81157	30.76486	513	27.411	-1
-29.81155	30.76478	513	27.419	6
-29.81151	30.76466	514	27.432	7
-29.81149	30.7646	514	27.438	5
-29.81137	30.7642	517	27.479	5
-29.81134	30.76405	517	27.494	-3
-29.81116	30.76331	515	27.568	-17
-29.81098	30.76256	502	27.643	-18
-29.81093	30.76236	498	27.663	-26
