Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
-33.96269,25.61,76,0,
-33.96235,25.60978,76,0.043,
-33.96211,25.60963,75,0.073,
-33.96196,25.60952,75,0.093,
-33.96186,25.60945,75,0.105,
-33.96184,25.60956,75,0.116,
-33.961725,25.610345,76,0.189,0
-33.96161,25.61113,76,0.263,-5
-33.96152,25.61178,73,0.324,-5
-33.96149,25.61201,72,0.345,-3
-33.96142,25.61247,71,0.389,-5
-33.96132,25.61313,68,0.451,-4
-33.9613,25.61322,68,0.459,-4
-33.96129,25.61335,67,0.471,-5
-33.96126,25.61353,67,0.488,-6
-33.96118,25.61408,64,0.54,-6
-33.96115,25.61424,63,0.555,-3
-33.96105,25.61489,61,0.616,-4
-33.96101,25.61501,60,0.628,-3
-33.960615,25.61559,58,0.697,-4
-33.96022,25.61617,55,0.766,-7
-33.95976,25.61688,49,0.85,-7
-33.9596,25.61714,47,0.879,-9
-33.95957,25.61719,46,0.885,-10
-33.95945,25.61736,44,0.906,-9
-33.95942,25.61741,43,0.911,-8
-33.95909,25.61792,38,0.971,-7
-33.95897,25.61809,37,0.992,-6
-33.95893,25.61815,37,0.999,-3
-33.95886,25.61826,37,1.012,-4
-33.95841,25.61894,34,1.092,-6
-33.9582,25.61912,31,1.121,-14
-33.95811,25.61918,29,1.132,-14
-33.95803,25.61923,27,1.142,-22
-33.95798,25.61925,26,1.148,-23
-33.95779,25.61935,20,1.171,-24
-33.95773,25.61938,18,1.178,-14
-33.95753,25.61948,13,1.202,-14
-33.95737,25.61955,13,1.221,-11
-33.95732,25.61957,12,1.227,-10
-33.95726,25.61957,12,1.234,-10
-33.95723,25.61957,12,1.237,-4
-33.95721,25.61956,12,1.24,-5
-33.95717,25.61955,11,1.244,-6
-33.95713,25.61953,11,1.249,0
-33.95712,25.61953,11,1.25,0
-33.95709,25.61951,11,1.254,1
-33.95705,25.61947,10,1.26,1
-33.95698,25.61937,10,1.272,4
-33.95665,25.61892,12,1.327,-2
-33.95635,25.618505,11,1.378,-2
-33.95605,25.61809,10,1.429,-3
-33.9559,25.61794,9,1.451,0
-33.95536,25.61713,9,1.547,0
-33.95481,25.61631,9,1.644,0
-33.95439,25.61562,9,1.723,-1
-33.95397,25.61493,8,1.802,0
-33.9537,25.61457,9,1.847,2
-33.95338,25.61422,10,1.895,0
-33.95287,25.61378,10,1.965,0
-33.95276,25.6137,10,1.979,-2
-33.95213,25.6132,8,2.063,-2
-33.95185,25.61299,7,2.1,1
-33.95126,25.61254,8,2.178,0
-33.95067,25.61209,8,2.255,0
-33.95008,25.61164,8,2.333,0
-33.94994,25.61154,8,2.351,-1
-33.9497,25.61136,8,2.383,-1
-33.94898,25.61082,7,2.477,-2
-33.948535,25.61048,6,2.536,2
-33.94809,25.61014,7,2.594,2
-33.94771,25.60987,8,2.643,3
-33.94751,25.60976,9,2.668,2
-33.94738,25.60968,9,2.684,2
-33.94727,25.60965,9,2.697,0
-33.94717,25.60961,9,2.708,0
-33.94701,25.60956,9,2.727,0
-33.94672,25.6095,9,2.759,-1
-33.94659,25.60948,9,2.774,-2
-33.94626,25.60946,8,2.811,-1
-33.94621,25.60946,8,2.816,0
-33.94575,25.60949,8,2.868,0
-33.94564,25.60951,8,2.88,0
-33.94539,25.60958,8,2.909,0
-33.9453,25.60962,8,2.919,1
-33.94519,25.60967,8,2.932,0
-33.94507,25.60974,9,2.947,0
-33.94488,25.60987,8,2.972,-2
-33.94467,25.60992,8,2.995,-1
-33.94403,25.61035,7,3.077,-1
-33.94365,25.61058,7,3.124,0
-33.94333,25.61073,7,3.163,0
-33.94296,25.61085,7,3.205,-1
-33.94268,25.6109,6,3.237,0
-33.94223,25.61093,6,3.287,0
-33.94137,25.61091,6,3.383,0
-33.94094,25.61089,6,3.431,0
-33.94058,25.61087,6,3.471,0
-33.94023,25.61084,6,3.51,2
-33.9395,25.61074,8,3.591,0
-33.93905,25.61068,8,3.642,-2
-33.9386,25.61062,7,3.692,-1
-33.93776,25.61047,6,3.787,-1
-33.93767,25.61045,6,3.797,0
-33.93766,25.61045,6,3.798,1
-33.93748,25.61041,7,3.818,0
-33.93702,25.6103,7,3.871,2
-33.93655,25.610215,8,3.924,-2
-33.93608,25.61013,7,3.977,-1
-33.93588,25.6101,7,3.999,2
-33.93536,25.609995,8,4.058,0
-33.93484,25.60989,8,4.116,-3
-33.93431,25.60978,6,4.176,0
-33.93378,25.60967,6,4.236,1
-33.9331,25.60956,7,4.312,0
-33.93241,25.60948,7,4.39,1
-33.93177,25.6094,8,4.461,2
-33.9313,25.60937,9,4.514,1
-33.93105,25.60939,9,4.542,0
-33.93081,25.60941,9,4.568,-2
-33.93059,25.60945,8,4.593,-4
-33.9304,25.6095,7,4.615,-4
-33.9301,25.60961,6,4.65,-3
-33.92987,25.60974,5,4.678,3
-33.92934,25.61001,7,4.742,3
-33.92878,25.61031,9,4.81,0
-33.92827,25.61054,9,4.871,-1
-33.92762,25.61075,8,4.946,-2
-33.92715,25.610865,7,4.999,0
-33.92668,25.61098,7,5.052,0
-33.92662,25.611,7,5.059,0
-33.925793,25.611143,7,5.152,-1
-33.924967,25.611287,6,5.245,1
-33.92414,25.61143,7,5.338,-3
-33.923483,25.611537,5,5.412,0
-33.922827,25.611643,5,5.486,1
-33.92217,25.61175,6,5.56,3
-33.92179,25.61178,8,5.602,1
-33.92137,25.61175,7,5.649,-4
-33.9209,25.61164,5,5.702,-2
-33.92057,25.6115,5,5.741,-1
-33.92023,25.61132,4,5.782,-1
-33.91944,25.61086,3,5.88,0
-33.91914,25.61073,4,5.916,3
-33.91884,25.61064,5,5.95,2
-33.91868,25.61062,5,5.968,3
-33.9185,25.6106,6,5.988,0
-33.91848,25.6106,6,5.99,-2
-33.91804,25.61063,5,6.039,-2
-33.91761,25.61073,4,6.088,-1
-33.91743,25.61077,4,6.108,-1
-33.91725,25.61081,4,6.129,-2
-33.91677,25.61092,3,6.183,4
-33.91632,25.611035,5,6.234,6
-33.91587,25.61115,8,6.286,4
-33.91545,25.61125,9,6.333,2
-33.91533,25.61128,9,6.347,-2
-33.91524,25.6113,9,6.357,-2
-33.91494,25.61138,8,6.391,-2
-33.91492,25.61139,8,6.394,-1
-33.91476,25.61143,8,6.412,0
-33.91453,25.61149,8,6.438,0
-33.91422,25.61164,8,6.475,0
-33.914,25.61175,8,6.502,0
-33.91392,25.6118,8,6.512,0
-33.91386,25.61185,8,6.52,0
-33.91381,25.6119,8,6.527,1
-33.91373,25.61197,8,6.538,2
-33.9136,25.61211,8,6.558,3
-33.91347,25.6123,9,6.58,3
-33.91338,25.61245,10,6.597,4
-33.91334,25.61254,10,6.607,2
-33.91331,25.61259,10,6.613,-2
-33.91324,25.61279,10,6.633,-3
-33.91318,25.61301,9,6.654,-4
-33.9131,25.61336,8,6.688,0
-33.91293,25.61398,8,6.748,-1
-33.91284,25.61416,7,6.767,-1
-33.91273,25.61442,7,6.794,-2
-33.91262,25.61463,7,6.817,-1
-33.91254,25.61475,6,6.831,-2
-33.91252,25.61477,6,6.834,-3
-33.91246,25.61486,6,6.845,-2
-33.91231,25.61501,5,6.867,-2
-33.91216,25.61514,5,6.887,0
-33.91214,25.61515,5,6.89,-1
-33.91187,25.61534,5,6.924,-1
-33.9116,25.61549,4,6.958,-1
-33.91152,25.61553,4,6.967,0
-33.91109,25.61574,4,7.019,0
-33.91104,25.61576,4,7.025,0
-33.91039,25.61606,4,7.102,0
-33.90966,25.61636,4,7.188,0
-33.90922,25.61653,4,7.24,2
-33.90878,25.6167,5,7.291,0
-33.90867,25.61678,4,7.305,1
-33.90783,25.61704,5,7.402,-1
-33.90722,25.61722,4,7.472,2
-33.90668,25.61738,5,7.534,0
-33.90614,25.61754,5,7.596,1
-33.905345,25.617782,6,7.687,2
-33.90455,25.618025,8,7.778,-1
-33.903755,25.618268,7,7.869,0
-33.90296,25.61851,7,7.961,2
-33.902217,25.61873,9,8.046,-1
-33.901473,25.61895,8,8.131,-2
-33.90073,25.61917,6,8.216,1
-33.900117,25.619357,7,8.287,-1
-33.899503,25.619543,6,8.357,-1
-33.89889,25.61973,5,8.428,1
-33.898114,25.619964,6,8.517,0
-33.897339,25.620199,6,8.606,1
-33.896563,25.620433,7,8.695,0
-33.895787,25.620667,7,8.784,-1
-33.895011,25.620901,6,8.873,0
-33.894236,25.621136,6,8.962,0
-33.89346,25.62137,6,9.051,0
-33.89306,25.62147,6,9.096,0
-33.892215,25.62168,6,9.192,-1
-33.89137,25.62189,5,9.288,1
-33.89061,25.62206,6,9.374,2
-33.88985,25.62223,8,9.46,0
-33.88935,25.62233,8,9.517,3
-33.888723,25.622447,10,9.587,1
-33.888097,25.622563,11,9.658,-3
-33.88747,25.62268,9,9.729,-2
-33.88721,25.62272,9,9.758,0
-33.8867,25.62279,9,9.815,0
-33.885982,25.622874,9,9.895,-1
-33.885264,25.622958,8,9.976,-2
-33.884546,25.623042,6,10.056,1
-33.883828,25.623126,7,10.136,1
-33.88311,25.62321,8,10.216,1
-33.883,25.62322,8,10.229,-2
-33.88266,25.62325,7,10.267,-3
-33.8824,25.62327,6,10.296,1
-33.8817,25.623325,7,10.374,-3
-33.881,25.62338,5,10.452,-2
-33.88065,25.62343,5,10.491,2
-33.879837,25.6235,7,10.582,-1
-33.879023,25.62357,6,10.673,-1
-33.87821,25.62364,5,10.763,-1
-33.87808,25.62365,5,10.778,-1
-33.877218,25.623726,4,10.874,-1
-33.876356,25.623802,3,10.97,0
-33.875494,25.623878,3,11.067,1
-33.874632,25.623954,4,11.163,0
-33.87377,25.62403,4,11.259,-4
-33.873005,25.624095,1,11.344,1
-33.87224,25.62416,2,11.43,4
-33.871475,25.624225,5,11.515,-1
-33.87071,25.62429,4,11.6,0
-33.869945,25.624355,4,11.686,0
-33.86918,25.62442,4,11.771,1
-33.86856,25.62451,5,11.841,0
-33.86808,25.62461,5,11.895,2
-33.86758,25.62474,6,11.952,-3
-33.86678,25.62504,3,12.045,-2
-33.86637,25.62524,3,12.094,-1
-33.86573,25.62561,2,12.173,0
-33.86522,25.62597,2,12.239,2
-33.86478,25.62635,3,12.299,3
-33.86429,25.62677,5,12.366,2
-33.863915,25.627155,6,12.421,0
-33.86354,25.62754,6,12.476,-3
-33.86293,25.62818,3,12.566,6
-33.86232,25.62882,8,12.656,6
-33.86229,25.62885,9,12.661,13
-33.86215,25.62899,12,12.681,12
-33.86188,25.62926,16,12.72,3
-33.86144,25.6297,18,12.784,0
-33.86098,25.63007,18,12.845,-2
-33.86048,25.63042,17,12.91,-2
-33.860075,25.63066,16,12.96,-2
-33.85967,25.6309,15,13.01,0
-33.858887,25.631335,15,13.106,1
-33.858105,25.63177,16,13.202,2
-33.857322,25.632205,18,13.298,2
-33.85654,25.63264,20,13.394,-4
-33.85588,25.63299,17,13.474,-1
-33.85528,25.63335,16,13.549,0
-33.85496,25.63353,17,13.588,2
-33.85457,25.63373,18,13.635,0
-33.85392,25.63411,18,13.716,-2
-33.85352,25.63434,16,13.765,-3
-33.85298,25.63462,14,13.83,-2
-33.85286,25.6347,14,13.846,-2
-33.85271,25.63479,13,13.864,-1
-33.85257,25.63488,13,13.882,0
-33.85222,25.63507,13,13.925,4
-33.85164,25.63536,16,13.995,4
-33.85106,25.63561,19,14.063,2
-33.85051,25.63584,20,14.128,1
-33.85031,25.63591,20,14.151,0
-33.849605,25.636185,20,14.234,0
-33.8489,25.63646,20,14.316,0
-33.84831,25.63669,20,14.385,-2
-33.84757,25.637015,18,14.473,-1
-33.84683,25.63734,17,14.561,-3
-33.846285,25.637575,15,14.625,-2
-33.84574,25.63781,14,14.69,2
-33.84497,25.638115,16,14.78,2
-33.8442,25.63842,18,14.87,-1
-33.8434,25.63875,17,14.964,1
-33.842687,25.639035,18,15.048,1
-33.841973,25.63932,19,15.131,2
-33.84126,25.639605,21,15.215,2
-33.840547,25.63989,23,15.299,-1
-33.839833,25.640175,22,15.382,0
-33.83912,25.64046,22,15.466,0
-33.83878,25.6406,22,15.506,2
-33.83803,25.640905,24,15.594,2
-33.83728,25.64121,26,15.682,-2
-33.836835,25.64139,25,15.735,2
-33.83639,25.64157,26,15.787,3
-33.83571,25.64184,28,15.867,2
-33.835,25.642127,30,15.95,1
-33.83429,25.642413,31,16.033,1
-33.83358,25.6427,32,16.117,1
-33.83287,25.642987,33,16.2,0
-33.83216,25.643273,33,16.283,-1
-33.83145,25.64356,32,16.367,0
-33.83111,25.6437,33,16.407,1
-33.830313,25.644023,34,16.5,3
-33.829517,25.644347,37,16.594,1
-33.82872,25.64467,38,16.688,2
-33.82828,25.644845,39,16.739,0
-33.82784,25.64502,39,16.791,0
-33.82765,25.6451,39,16.813,0
-33.82688,25.645405,39,16.903,1
-33.82611,25.64571,40,16.994,-1
-33.825407,25.645988,39,17.076,-1
-33.824705,25.646265,38,17.158,0
-33.824003,25.646543,38,17.241,2
-33.8233,25.64682,40,17.323,3
-33.82317,25.64687,41,17.338,3
-33.82295,25.64696,42,17.364,2
-33.822253,25.647227,44,17.445,0
-33.821557,25.647493,44,17.527,-5
-33.82086,25.64776,40,17.608,1
-33.82012,25.64806,41,17.695,2
-33.81956,25.64829,42,17.761,-2
-33.819,25.64852,41,17.827,0
-33.81841,25.64876,41,17.896,-1
-33.81772,25.649037,40,17.977,0
-33.81703,25.649315,40,18.058,0
-33.81634,25.649593,40,18.139,2
-33.81565,25.64987,42,18.22,3
-33.81548,25.64994,43,18.24,1
-33.814643,25.650277,44,18.338,0
-33.813807,25.650613,44,18.436,1
-33.81297,25.65095,45,18.535,2
-33.81278,25.65104,46,18.557,0
-33.81258,25.65112,46,18.581,-1
-33.811883,25.651413,45,18.663,0
-33.811187,25.651707,45,18.745,1
-33.81049,25.652,46,18.827,2
-33.81032,25.65207,47,18.847,1
-33.81015,25.65214,47,18.867,0
-33.80942,25.65244,47,18.953,0
-33.80881,25.65269,47,19.025,1
-33.80813,25.65297,48,19.105,0
-33.807305,25.653305,48,19.202,-3
-33.80648,25.65364,45,19.299,0
-33.80575,25.65396,45,19.385,2
-33.805325,25.65414,46,19.435,2
-33.8049,25.65432,47,19.486,3
-33.80473,25.65439,48,19.506,2
-33.8045,25.65448,49,19.532,0
-33.80404,25.65465,49,19.586,0
-33.80341,25.654877,49,19.659,0
-33.80278,25.655103,49,19.732,1
-33.80215,25.65533,50,19.806,1
-33.80146,25.65558,51,19.886,-2
-33.80101,25.65579,50,19.94,0
-33.80038,25.65605,50,20.014,-1
-33.79975,25.65631,49,20.088,1
-33.79915,25.65655,50,20.158,3
-33.79855,25.65679,52,20.229,0
-33.79787,25.657065,52,20.308,1
-33.79719,25.65734,53,20.388,0
-33.79676,25.65751,53,20.439,-2
-33.79633,25.65768,52,20.489,-3
-33.79613,25.65776,51,20.513,-3
-33.796,25.65782,51,20.528,-3
-33.79578,25.6579,50,20.554,-3
-33.7955,25.65801,49,20.586,-1
-33.79518,25.65813,49,20.624,-3
-33.79451,25.65841,47,20.703,-2
-33.7944,25.65846,47,20.716,0
-33.793865,25.65871,47,20.78,0
-33.79333,25.65896,47,20.844,-2
-33.792835,25.659185,46,20.902,-2
-33.79234,25.65941,45,20.961,-1
-33.79202,25.65957,45,21,-2
-33.79182,25.65969,44,21.025,-4
-33.79181,25.6597,44,21.026,-4
-33.7916,25.65982,43,21.052,-4
-33.79121,25.66008,41,21.102,0
-33.790565,25.660495,41,21.183,2
-33.78992,25.66091,43,21.265,3
-33.78966,25.66109,44,21.298,0
-33.78895,25.66162,44,21.391,0
-33.78853,25.66194,44,21.446,0
-33.78829,25.66211,44,21.477,1
-33.78767,25.66262,45,21.561,-3
-33.78719,25.66298,43,21.624,-3
-33.78673,25.66338,41,21.687,4
-33.78629,25.66368,43,21.743,3
-33.78574,25.66398,45,21.811,-5
-33.78496,25.66441,40,21.906,-5
-33.78466,25.66454,39,21.942,-3
-33.78431,25.66467,38,21.982,0
-33.78363,25.6649,38,22.061,2
-33.7831,25.66507,39,22.122,0
-33.78257,25.66524,39,22.183,2
-33.7821,25.66539,40,22.237,0
-33.78163,25.66554,40,22.291,-2
-33.78111,25.66571,39,22.351,-1
-33.78093,25.66577,39,22.372,0
-33.78059,25.66588,39,22.411,-1
-33.78,25.66607,38,22.479,-2
-33.77956,25.66622,37,22.53,-4
-33.77921,25.66634,34,22.571,-5
-33.77904,25.6664,34,22.591,-4
-33.77835,25.66664,31,22.67,-5
-33.777715,25.666855,27,22.744,-5
-33.77708,25.66707,23,22.817,-6
-33.77631,25.66733,18,22.906,-6
-33.77614,25.66739,17,22.926,-5
-33.77604,25.66743,16,22.938,-5
-33.77563,25.66757,14,22.985,-2
-33.77561,25.66757,14,22.988,0
-33.77498,25.66784,14,23.062,0
-33.77462,25.66801,14,23.105,0
-33.7745,25.66807,14,23.119,-1
-33.77446,25.6681,14,23.125,-2
-33.77394,25.66841,13,23.189,-3
-33.77343,25.66879,11,23.256,0
-33.77289,25.66924,11,23.329,0
-33.77277,25.66936,11,23.347,0
-33.77275,25.66938,11,23.349,0
-33.77265,25.66946,11,23.363,-1
-33.77253,25.66959,11,23.381,-2
-33.77217,25.66999,10,23.435,-2
-33.77198,25.67023,9,23.466,-2
-33.77182,25.67042,9,23.491,-1
-33.77133,25.67108,8,23.573,-6
-33.77104,25.67153,5,23.626,4
-33.77075,25.67199,7,23.679,-3
-33.77042,25.672545,5,23.742,-3
-33.77009,25.6731,3,23.805,1
-33.769655,25.67379,4,23.886,0
-33.76922,25.67448,4,23.966,0
-33.76912,25.67466,4,23.986,0
-33.76874,25.67525,4,24.055,0
-33.76868,25.67535,4,24.066,3
-33.76858,25.67552,3,24.085,7
-33.76826,25.67605,7,24.146,6
-33.767885,25.67666,11,24.216,7
-33.76751,25.67727,16,24.286,6
-33.76728,25.67765,18,24.33,5
-33.7672,25.6778,19,24.346,2
-33.766885,25.678335,20,24.407,5
-33.76657,25.67887,23,24.468,5
-33.76648,25.67904,24,24.486,1
-33.766,25.679945,25,24.586,3
-33.76552,25.68085,28,24.685,3
-33.76531,25.68129,30,24.732,4
-33.764997,25.68196,33,24.803,3
-33.764683,25.68263,35,24.874,7
-33.76437,25.6833,40,24.946,7
-33.76428,25.68349,41,24.966,6
-33.76393,25.68423,46,25.045,5
-33.763503,25.685103,51,25.138,2
-33.763077,25.685977,53,25.232,1
-33.76265,25.68685,54,25.326,1
-33.762265,25.68765,55,25.411,-1
-33.76188,25.68845,54,25.497,-1
-33.76178,25.68865,54,25.518,0
-33.761433,25.689423,54,25.6,-1
-33.761087,25.690197,53,25.681,0
-33.76074,25.69097,53,25.762,1
-33.760405,25.691705,54,25.84,-1
-33.76007,25.69244,53,25.918,-1
-33.75998,25.69263,53,25.938,1
-33.75996,25.69268,53,25.943,1
-33.75953,25.693575,54,26.039,0
-33.7591,25.69447,54,26.134,0
-33.75882,25.69503,54,26.195,0
-33.758383,25.695933,54,26.291,1
-33.757947,25.696837,55,26.388,1
-33.75751,25.69774,56,26.485,1
-33.757105,25.69861,57,26.577,-1
-33.7567,25.69948,56,26.669,0
-33.756415,25.700075,56,26.733,2
-33.75613,25.70067,57,26.797,1
-33.755703,25.7016,58,26.895,-3
-33.755277,25.70253,55,26.993,2
-33.75485,25.70346,57,27.091,1
-33.754468,25.704275,58,27.178,0
-33.754087,25.70509,58,27.265,0
-33.753705,25.705905,58,27.351,-1
-33.753323,25.70672,57,27.438,2
-33.752942,25.707535,59,27.524,-1
-33.75256,25.70835,58,27.611,2
-33.752185,25.70915,60,27.696,2
-33.75181,25.70995,62,27.781,-4
-33.751435,25.71075,59,27.866,1
-33.75106,25.71155,60,27.951,-1
-33.75076,25.712185,59,28.019,-3
-33.75046,25.71282,57,28.086,-2
-33.750038,25.71373,55,28.183,4
-33.749615,25.71464,59,28.279,0
-33.749192,25.71555,59,28.376,1
-33.74877,25.71646,60,28.472,-1
-33.748367,25.717335,59,28.565,0
-33.747965,25.71821,59,28.657,1
-33.747562,25.719085,60,28.75,1
-33.74716,25.71996,61,28.842,-1
-33.74676,25.72081,60,28.933,0
-33.746425,25.721515,60,29.008,1
-33.74609,25.72222,61,29.083,1
-33.745755,25.722925,62,29.158,0
-33.74542,25.72363,62,29.233,3
-33.745155,25.724195,64,29.293,2
-33.74489,25.72476,65,29.353,0
-33.744463,25.72565,65,29.448,1
-33.744035,25.72654,66,29.544,0
-33.743607,25.72743,66,29.639,-1
-33.74318,25.72832,65,29.734,0
-33.742762,25.729197,65,29.827,1
-33.742343,25.730073,66,29.921,0
-33.741925,25.73095,66,30.015,1
-33.741507,25.731827,67,30.108,0
-33.741088,25.732703,67,30.202,0
-33.74067,25.73358,67,30.295,0
-33.7403,25.73435,67,30.378,1
-33.73997,25.73508,68,30.455,0
-33.73964,25.73581,68,30.531,-3
-33.739345,25.73656,66,30.608,1
-33.73905,25.73731,67,30.685,2
-33.73881,25.737955,68,30.75,0
-33.73857,25.7386,68,30.816,-3
-33.738255,25.739462,65,30.903,-2
-33.73794,25.740325,63,30.99,-1
-33.737625,25.741188,62,31.077,-2
-33.73731,25.74205,60,31.165,-5
-33.737012,25.742872,56,31.248,0
-33.736715,25.743695,56,31.331,0
-33.736417,25.744518,56,31.414,-1
-33.73612,25.74534,55,31.497,0
-33.735796,25.746226,55,31.586,-1
-33.735472,25.747112,54,31.676,-1
-33.735148,25.747998,53,31.766,2
-33.734824,25.748884,55,31.855,-2
-33.7345,25.74977,53,31.945,0
-33.734176,25.750659,53,32.035,-1
-33.733853,25.751548,52,32.124,-2
-33.733529,25.752436,50,32.214,-2
-33.733205,25.753325,48,32.304,0
-33.732881,25.754214,48,32.394,-2
-33.732558,25.755103,46,32.484,-2
-33.732234,25.755991,44,32.574,-1
-33.73191,25.75688,43,32.663,-1
-33.731585,25.757803,42,32.756,1
-33.73126,25.758725,43,32.849,-1
-33.730935,25.759648,42,32.942,-1
-33.73061,25.76057,41,33.034,0
-33.73042,25.76106,41,33.084,-2
-33.73005,25.76193,39,33.175,0
-33.729795,25.762455,39,33.231,0
-33.72954,25.76298,39,33.288,-2
-33.729265,25.763495,38,33.344,0
-33.72899,25.76401,38,33.401,-1
-33.72875,25.76442,37,33.447,-3
-33.72864,25.7646,36,33.468,-6
-33.72847,25.76489,34,33.501,-1
-33.727955,25.765742,33,33.598,0
-33.72744,25.766595,33,33.696,-2
-33.726925,25.767448,31,33.793,-2
-33.72641,25.7683,29,33.891,0
-33.725905,25.76914,29,33.987,-2
-33.7254,25.76998,27,34.083,-3
-33.72499,25.77064,25,34.159,0
-33.72458,25.7713,25,34.235,-3
-33.72417,25.77196,23,34.312,-3
-33.72383,25.77253,21,34.377,0
-33.72349,25.7731,21,34.442,-2
-33.723025,25.77387,19,34.53,-3
-33.72256,25.77464,16,34.618,-1
-33.722095,25.77541,15,34.706,-1
-33.72163,25.77618,14,34.794,0
-33.721165,25.77695,14,34.882,-2
-33.7207,25.77772,12,34.97,-2
-33.72022,25.77846,10,35.057,0
-33.719774,25.779208,10,35.142,-1
-33.719328,25.779956,9,35.228,-1
-33.718882,25.780704,8,35.313,1
-33.718436,25.781452,9,35.398,0
-33.71799,25.7822,9,35.483,0
-33.717545,25.78293,9,35.567,4
-33.7171,25.78366,12,35.651,0
-33.716622,25.784443,12,35.741,2
-33.716145,25.785225,14,35.831,0
-33.715667,25.786007,14,35.92,1
-33.71519,25.78679,15,36.01,-1
-33.71466,25.78763,14,36.108,0
-33.71425,25.78828,14,36.183,-1
-33.71382,25.78895,13,36.262,-1
-33.71369,25.78915,13,36.285,0
-33.71355,25.78936,12,36.31,1
-33.713055,25.790175,13,36.404,0
-33.71256,25.79099,13,36.497,0
-33.712065,25.791805,13,36.591,-1
-33.71157,25.79262,12,36.684,0
-33.711075,25.793435,12,36.777,-1
-33.71058,25.79425,11,36.871,-4
-33.710315,25.7947,9,36.922,-8
-33.71005,25.79515,5,36.973,-4
-33.709785,25.7956,3,37.024,0
-33.70952,25.79605,3,37.075,6
-33.70915,25.79669,7,37.147,5
-33.70901,25.79694,8,37.175,3
-33.7089,25.79712,9,37.196,2
-33.70879,25.7973,9,37.217,1
-33.708415,25.797935,10,37.289,0
-33.70804,25.79857,10,37.361,-1
-33.70763,25.79922,9,37.436,1
-33.70719,25.79985,10,37.512,2
-33.70712,25.79994,11,37.524,2
-33.707,25.80008,11,37.543,0
-33.70692,25.80017,11,37.555,0
-33.7068,25.80032,11,37.574,-2
-33.70679,25.80034,11,37.576,-2
-33.70666,25.80049,10,37.596,-3
-33.70657,25.80059,10,37.61,-3
-33.70616,25.80105,8,37.672,1
-33.705583,25.801677,9,37.759,1
-33.705005,25.802305,10,37.846,-1
-33.704427,25.802932,9,37.932,0
-33.70385,25.80356,9,38.019,0
-33.703235,25.80424,9,38.112,-1
-33.70262,25.80492,8,38.205,0
-33.70225,25.80533,8,38.261,1
-33.7016,25.806025,9,38.358,0
-33.70095,25.80672,9,38.455,-1
-33.70041,25.80731,8,38.536,0
-33.69987,25.8079,8,38.617,2
-33.69948,25.808335,9,38.676,0
-33.69909,25.80877,9,38.736,0
-33.69857,25.80934,9,38.814,-1
-33.69794,25.81004,8,38.909,0
-33.69751,25.8105,8,38.974,0
-33.6972,25.81083,8,39.02,0
-33.696627,25.811447,8,39.105,0
-33.696053,25.812063,8,39.191,0
-33.69548,25.81268,8,39.277,0
-33.69485,25.8134,8,39.373,-2
-33.69454,25.813795,7,39.424,0
-33.69423,25.81419,7,39.474,0
-33.69393,25.81466,7,39.529,-2
-33.69356,25.8152,6,39.594,-1
-33.69314,25.81592,5,39.675,0
-33.69274,25.81672,5,39.761,1
-33.69243,25.81743,6,39.836,1
-33.69226,25.81781,6,39.876,-2
-33.69207,25.81833,5,39.928,-3
-33.69184,25.819,3,39.995,-2
-33.69178,25.81919,3,40.014,0
-33.69168,25.81953,3,40.048,3
-33.69151,25.82014,5,40.107,2
-33.69133,25.821,7,40.189,2
-33.69131,25.82112,7,40.201,2
-33.69119,25.82178,8,40.263,1
-33.69118,25.82186,8,40.271,0
-33.69107,25.82252,8,40.333,0
-33.69103,25.82287,8,40.366,-1
-33.69089,25.82366,7,40.441,0
-33.69077,25.82439,7,40.51,0
-33.6907,25.82482,7,40.55,0
-33.69065,25.82512,7,40.578,0
-33.690555,25.82578,7,40.641,-2
-33.69046,25.82644,6,40.703,0
-33.690318,25.827378,6,40.791,0
-33.690175,25.828315,6,40.879,0
-33.690032,25.829252,6,40.967,-1
-33.68989,25.83019,5,41.056,2
-33.689785,25.83079,6,41.112,2
-33.68968,25.83139,7,41.169,2
-33.6897,25.83147,7,41.177,2
-33.6896,25.832075,8,41.234,0
-33.6895,25.83268,8,41.291,0
-33.68946,25.83283,8,41.306,2
-33.68918,25.83383,10,41.404,2
-33.68917,25.83385,10,41.406,7
-33.68909,25.83405,12,41.426,6
-33.68877,25.83481,17,41.505,3
-33.68848,25.835335,19,41.564,7
-33.68819,25.83586,23,41.622,3
-33.68781,25.83638,25,41.686,2
-33.68769,25.83654,25,41.706,6
-33.68718,25.83723,30,41.791,9
-33.68685,25.83768,35,41.847,7
-33.68652,25.83813,39,41.903,7
-33.6865,25.83816,39,41.906,6
-33.68638,25.83832,40,41.926,5
-33.68625,25.83848,41,41.947,5
-33.685885,25.838955,44,42.007,5
-33.68552,25.83943,47,42.067,6
-33.68499,25.84013,52,42.154,14
-33.68454,25.84067,62,42.225,7
-33.68409,25.84121,67,42.296,4
-33.68364,25.84175,70,42.367,4
-33.683065,25.842435,74,42.457,0
-33.68249,25.84312,74,42.547,-1
-33.681957,25.84375,73,42.63,0
-33.681423,25.84438,73,42.713,-2
-33.68089,25.84501,71,42.797,0
-33.68055,25.845425,71,42.851,2
-33.68021,25.84584,72,42.905,-1
