Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
-32.630863,25.895547,631,183.403,0
-32.63011,25.89535,631,183.489,1
-32.629283,25.89513,632,183.583,0
-32.628457,25.89491,632,183.677,2
-32.62763,25.89469,634,183.772,1
-32.62691,25.89449,635,183.854,-1
-32.62619,25.89429,634,183.936,1
-32.62547,25.89409,635,184.019,1
-32.62475,25.89389,636,184.101,0
-32.624065,25.893705,636,184.179,1
-32.62338,25.89352,637,184.257,1
-32.62321,25.89347,637,184.277,0
-32.62293,25.8934,637,184.309,1
-32.622225,25.89321,638,184.389,0
-32.62152,25.89302,638,184.47,0
-32.62093,25.89286,638,184.537,2
-32.62011,25.89264,640,184.631,2
-32.619405,25.89245,642,184.711,2
-32.6187,25.89226,644,184.791,1
-32.61797,25.89206,645,184.875,2
-32.61724,25.89186,647,184.958,2
-32.616785,25.891735,648,185.01,4
-32.61633,25.89161,650,185.062,3
-32.615755,25.89146,652,185.128,2
-32.61518,25.89131,653,185.193,5
-32.61462,25.89116,656,185.257,3
-32.61406,25.89101,658,185.321,4
-32.61397,25.89096,659,185.332,3
-32.61341,25.89081,661,185.396,2
-32.612965,25.89068,662,185.447,0
-32.61252,25.89055,662,185.498,-1
-32.61168,25.89031,661,185.594,-3
-32.610985,25.890125,659,185.674,-1
-32.61029,25.88994,658,185.753,-2
-32.61014,25.8899,657,185.77,-2
-32.60999,25.88988,657,185.787,0
-32.60989,25.88984,657,185.799,0
-32.60912,25.88956,657,185.888,-1
-32.60848,25.88928,656,185.964,0
-32.60802,25.88905,656,186.02,-1
-32.60765,25.88885,655,186.065,-2
-32.60733,25.88866,654,186.105,-5
-32.60685,25.88836,651,186.165,-9
-32.60643,25.88806,646,186.22,-11
-32.60599,25.88775,640,186.277,-7
-32.60531,25.88729,634,186.364,-5
-32.60479,25.88694,631,186.43,-2
-32.6043,25.88661,630,186.493,1
-32.60401,25.88641,632,186.53,4
-32.60377,25.88625,633,186.561,5
-32.60354,25.8861,635,186.59,4
-32.6034,25.88602,636,186.608,4
-32.6032,25.8859,636,186.633,0
-32.60318,25.88589,636,186.635,2
-32.60293,25.88575,636,186.666,2
-32.60271,25.88566,637,186.692,1
-32.60236,25.88553,637,186.732,3
-32.60206,25.88545,639,186.767,6
-32.60189,25.88541,640,186.786,2
-32.60159,25.88535,640,186.82,0
-32.60132,25.88532,640,186.85,2
-32.60105,25.88532,641,186.88,3
-32.60076,25.88533,642,186.912,4
-32.599935,25.885373,646,187.004,3
-32.59911,25.885415,649,187.096,3
-32.598285,25.885458,652,187.188,2
-32.59746,25.8855,654,187.28,2
-32.59668,25.885543,656,187.367,3
-32.5959,25.885587,659,187.454,2
-32.59512,25.88563,661,187.541,3
-32.59457,25.88566,663,187.602,2
-32.59402,25.88569,664,187.663,5
-32.59336,25.88572,668,187.737,3
-32.5927,25.88575,670,187.81,3
-32.59254,25.88577,671,187.828,5
-32.591674,25.885808,676,187.925,6
-32.590808,25.885846,682,188.021,6
-32.589942,25.885884,688,188.118,3
-32.589076,25.885922,691,188.214,4
-32.58821,25.88596,695,188.311,4
-32.58803,25.88597,696,188.331,7
-32.58749,25.88599,700,188.391,6
-32.58731,25.886,701,188.411,10
-32.58686,25.88602,706,188.461,8
-32.58641,25.88604,710,188.511,5
-32.5857,25.88607,714,188.59,2
-32.58525,25.88609,715,188.64,-2
-32.5848,25.88611,714,188.691,-5
-32.584285,25.88613,711,188.748,-3
-32.58377,25.88615,709,188.805,-4
-32.58331,25.88616,707,188.856,-4
-32.58248,25.88619,703,188.949,-4
-32.58198,25.88628,701,189.005,-4
-32.58128,25.8863,698,189.083,-3
-32.58117,25.88631,698,189.095,0
-32.58045,25.886345,698,189.176,1
-32.57973,25.88638,699,189.256,3
-32.578875,25.88642,702,189.351,3
-32.57802,25.88646,705,189.446,5
-32.57753,25.886485,708,189.501,2
-32.57704,25.88651,709,189.556,1
-32.576295,25.88655,710,189.639,0
-32.57555,25.88659,710,189.722,0
-32.57542,25.88659,710,189.736,0
-32.5747,25.886627,710,189.816,-1
-32.57398,25.886663,709,189.897,-2
-32.57326,25.8867,707,189.977,0
-32.57273,25.886725,707,190.036,0
-32.5722,25.88675,707,190.095,1
-32.571423,25.88679,708,190.181,1
-32.570647,25.88683,709,190.268,1
-32.56987,25.88687,710,190.354,1
-32.56919,25.886903,711,190.43,1
-32.56851,25.886935,712,190.506,1
-32.56783,25.886967,713,190.582,3
-32.56715,25.887,715,190.658,2
-32.56702,25.88701,715,190.672,1
-32.566275,25.887045,716,190.755,4
-32.56553,25.88708,719,190.838,4
-32.564785,25.887115,722,190.921,2
-32.56404,25.88715,724,191.004,5
-32.56354,25.88717,727,191.06,4
-32.562825,25.88721,730,191.139,3
-32.56211,25.88725,732,191.219,3
-32.56176,25.88727,733,191.258,0
-32.56122,25.887295,733,191.318,0
-32.56068,25.88732,733,191.378,-2
-32.55991,25.88736,731,191.464,-2
-32.55914,25.8874,729,191.55,-1
-32.558475,25.887435,728,191.624,-4
-32.55781,25.88747,725,191.698,0
-32.55732,25.887495,725,191.753,0
-32.55683,25.88752,725,191.807,1
-32.556,25.887555,726,191.9,2
-32.55517,25.88759,728,191.992,1
-32.55443,25.88763,729,192.075,1
-32.55369,25.88767,730,192.157,1
-32.55295,25.88771,731,192.24,0
-32.55242,25.88774,731,192.299,0
-32.55197,25.887765,731,192.349,-2
-32.55152,25.88779,730,192.399,-1
-32.55134,25.8878,730,192.419,-1
-32.55126,25.8878,730,192.428,-1
-32.55047,25.88786,729,192.516,1
-32.54968,25.88792,730,192.604,1
-32.54954,25.88792,730,192.62,2
-32.54912,25.88793,731,192.667,2
-32.54872,25.88792,732,192.711,3
-32.54834,25.88787,734,192.754,4
-32.54811,25.88783,735,192.78,6
-32.548,25.88781,735,192.792,8
-32.54755,25.88768,739,192.844,7
-32.54723,25.88756,741,192.881,5
-32.54676,25.88734,744,192.937,6
-32.54643,25.88714,747,192.978,7
-32.54597,25.88678,751,193.04,6
-32.54592,25.88675,751,193.046,4
-32.54565,25.8865,753,193.084,5
-32.54534,25.88618,755,193.13,3
-32.54515,25.88595,755,193.16,3
-32.54514,25.88594,755,193.162,3
-32.54492,25.88564,757,193.199,3
-32.54476,25.88542,757,193.226,2
-32.5446,25.88515,758,193.257,2
-32.54445,25.88489,758,193.287,1
-32.54428,25.88452,759,193.326,3
-32.54414,25.8842,760,193.36,3
-32.54399,25.88381,761,193.4,3
-32.54393,25.8836,762,193.421,6
-32.54388,25.88345,763,193.436,6
-32.54365,25.88249,769,193.53,9
-32.54348,25.88179,775,193.598,8
-32.54338,25.88135,778,193.641,6
-32.543165,25.880485,783,193.726,4
-32.54295,25.87962,786,193.81,-2
-32.542825,25.879105,785,193.86,2
-32.5427,25.87859,786,193.911,5
-32.54253,25.87792,789,193.976,3
-32.54236,25.87725,791,194.042,3
-32.54235,25.87723,791,194.044,2
-32.5422,25.87671,792,194.096,4
-32.54212,25.87645,794,194.122,7
-32.54205,25.87625,795,194.142,6
-32.54191,25.87583,798,194.185,7
-32.54169,25.87526,802,194.243,9
-32.5415,25.87482,807,194.29,9
-32.54131,25.87439,810,194.335,6
-32.54111,25.87395,813,194.382,5
-32.54093,25.87352,815,194.427,2
-32.540685,25.87298,816,194.485,3
-32.54044,25.87244,818,194.542,3
-32.54035,25.87225,818,194.563,3
-32.54027,25.87207,819,194.582,4
-32.54004,25.871565,821,194.636,6
-32.53981,25.87106,824,194.69,3
-32.53953,25.870435,826,194.756,3
-32.53925,25.86981,828,194.822,5
-32.53889,25.86902,832,194.907,4
-32.538665,25.868515,834,194.96,4
-32.53844,25.86801,836,195.014,3
-32.5384,25.86792,836,195.024,4
-32.53817,25.8674,838,195.079,0
-32.53794,25.86688,838,195.134,2
-32.53773,25.866365,839,195.187,2
-32.53752,25.86585,840,195.241,1
-32.53744,25.86564,840,195.263,3
-32.53719,25.865,842,195.329,6
-32.53701,25.86446,845,195.383,5
-32.53694,25.86427,846,195.403,6
-32.53668,25.86347,851,195.483,6
-32.53644,25.86269,856,195.561,7
-32.53633,25.86228,859,195.602,7
-32.53622,25.86185,862,195.644,6
-32.53622,25.86183,862,195.646,5
-32.53617,25.86165,863,195.664,5
-32.53608,25.86127,865,195.701,8
-32.53593,25.86063,870,195.763,8
-32.535825,25.86011,874,195.813,10
-32.53572,25.85959,879,195.863,6
-32.53557,25.85872,884,195.947,3
-32.53546,25.85801,886,196.014,3
-32.53536,25.85731,888,196.081,0
-32.53529,25.85671,888,196.138,-1
-32.53527,25.85643,887,196.164,2
-32.53522,25.85589,888,196.215,0
-32.53516,25.85488,888,196.31,4
-32.53511,25.85391,892,196.401,5
-32.53511,25.85387,893,196.405,7
-32.53511,25.85313,898,196.475,7
-32.53511,25.85235,903,196.548,7
-32.53513,25.85205,905,196.576,5
-32.535155,25.851415,908,196.636,5
-32.53518,25.85078,911,196.695,5
-32.53518,25.85077,911,196.696,-2
-32.53522,25.85018,910,196.752,-2
-32.53527,25.8496,909,196.807,1
-32.53536,25.84861,910,196.9,2
-32.53543,25.84802,911,196.956,2
-32.53547,25.8477,912,196.986,6
-32.53554,25.84717,915,197.037,6
-32.53559,25.84683,917,197.069,5
-32.53568,25.8462,920,197.129,4
-32.53572,25.84589,921,197.158,8
-32.5358,25.84535,925,197.21,8
-32.53584,25.84506,927,197.237,7
-32.53586,25.84475,929,197.267,8
-32.53586,25.84456,931,197.284,8
-32.53586,25.84436,932,197.303,8
-32.53585,25.8442,933,197.318,8
-32.53583,25.84405,934,197.333,6
-32.5358,25.8439,936,197.347,7
-32.53575,25.84366,936,197.37,7
-32.53572,25.84358,937,197.378,5
-32.53567,25.84344,938,197.393,5
-32.53559,25.84327,939,197.411,2
-32.53552,25.84311,939,197.428,0
-32.53543,25.84298,939,197.444,0
-32.53533,25.84283,939,197.462,0
-32.53525,25.84273,939,197.475,0
-32.53518,25.84264,939,197.486,2
-32.53511,25.84257,939,197.496,4
-32.535,25.84247,940,197.512,5
-32.5349,25.84239,941,197.525,6
-32.53475,25.84228,942,197.545,5
-32.5346,25.8422,943,197.563,5
-32.53441,25.84212,944,197.585,5
-32.53424,25.84206,945,197.605,4
-32.53405,25.84202,946,197.627,4
-32.53377,25.842,947,197.658,4
-32.53376,25.842,947,197.659,4
-32.53333,25.84201,949,197.707,4
-32.53303,25.84202,950,197.74,2
-32.53278,25.84204,950,197.768,0
-32.53248,25.84205,950,197.802,-1
-32.53176,25.84211,949,197.882,-2
-32.53101,25.84216,947,197.966,-1
-32.530325,25.84219,946,198.042,-4
-32.52964,25.84222,943,198.118,-5
-32.52937,25.8422,941,198.148,-7
-32.52912,25.84217,939,198.176,-6
-32.52891,25.84212,938,198.2,-6
-32.52878,25.84207,937,198.215,-6
-32.52869,25.84203,936,198.226,-6
-32.52854,25.84198,935,198.243,-6
-32.52838,25.8419,934,198.263,-5
-32.52827,25.84184,933,198.276,-4
-32.52819,25.8418,933,198.286,-2
-32.52812,25.84175,933,198.295,0
-32.52796,25.84163,933,198.316,0
-32.52795,25.84162,933,198.318,-2
-32.5277,25.84142,933,198.351,-2
-32.52751,25.84122,932,198.379,0
-32.52733,25.84102,933,198.407,2
-32.52701,25.84059,934,198.461,2
-32.52688,25.84032,935,198.49,4
-32.52685,25.84026,935,198.496,4
-32.52676,25.84009,936,198.515,6
-32.52667,25.83989,937,198.536,7
-32.5266,25.83966,939,198.559,7
-32.5265,25.83935,941,198.591,5
-32.52626,25.8385,945,198.675,3
-32.52608,25.83787,947,198.737,2
-32.52603,25.83767,947,198.757,2
-32.52594,25.83736,948,198.788,1
-32.52571,25.83652,949,198.87,1
-32.52569,25.83645,949,198.877,2
-32.52562,25.83626,949,198.897,1
-32.52554,25.83598,950,198.925,2
-32.52541,25.83563,950,198.96,-1
-32.5252,25.83522,949,199.005,1
-32.52479,25.83452,950,199.085,1
-32.52435,25.83396,951,199.157,1
-32.52433,25.83393,951,199.161,-2
-32.52377,25.83332,949,199.246,-4
-32.523265,25.832775,946,199.322,-3
-32.52276,25.83223,944,199.398,-2
-32.52267,25.83213,944,199.411,-7
-32.522115,25.83154,938,199.494,-6
-32.52156,25.83095,933,199.577,-5
-32.52099,25.83042,929,199.658,-5
-32.52084,25.8303,928,199.678,-5
-32.52069,25.83019,927,199.698,-5
-32.52017,25.82985,924,199.764,-5
-32.52005,25.82979,923,199.778,-7
-32.5198,25.82965,921,199.809,-7
-32.51917,25.82938,916,199.884,-7
-32.51877,25.82926,913,199.93,-3
-32.51825,25.82914,911,199.988,-4
-32.51777,25.82908,909,200.042,-4
-32.51745,25.82907,907,200.078,-7
-32.51715,25.82906,904,200.111,-10
-32.51671,25.82909,899,200.16,-4
-32.51622,25.82916,897,200.215,-7
-32.51568,25.82925,893,200.276,-6
-32.51548,25.82928,892,200.298,-6
-32.5153,25.82931,891,200.319,-6
-32.51491,25.82938,888,200.363,-5
-32.5144,25.82944,885,200.42,-4
-32.51392,25.82946,883,200.473,-3
-32.51377,25.82947,883,200.49,-3
-32.51333,25.82945,881,200.539,-5
-32.51305,25.82942,879,200.57,-7
-32.5128,25.82938,877,200.598,-6
-32.5125,25.82932,875,200.632,-8
-32.51211,25.82921,871,200.677,-10
-32.51161,25.82905,865,200.734,-9
-32.51124,25.82888,862,200.778,-8
-32.51107,25.82879,860,200.799,-7
-32.51091,25.8287,859,200.819,-5
-32.51088,25.82869,859,200.822,-5
-32.5102,25.82825,855,200.909,-8
-32.509685,25.827915,850,200.974,-6
-32.50917,25.82758,846,201.039,-4
-32.50877,25.82732,844,201.09,0
-32.50815,25.82692,844,201.169,-2
-32.507715,25.82663,843,201.224,-2
-32.50728,25.82634,842,201.28,-2
-32.50726,25.82633,842,201.282,-2
-32.50662,25.8259,840,201.364,-5
-32.50585,25.82539,835,201.462,-2
-32.50541,25.82508,834,201.519,0
-32.50481,25.824685,834,201.596,1
-32.50421,25.82429,835,201.672,2
-32.5039,25.82408,836,201.712,0
-32.503475,25.8238,836,201.766,4
-32.50305,25.82352,838,201.82,5
-32.50233,25.82305,843,201.912,2
-32.50169,25.82264,845,201.993,1
-32.50158,25.82256,844,202.007,-2
-32.500887,25.822097,842,202.096,-2
-32.500193,25.821633,840,202.184,-2
-32.4995,25.82117,838,202.273,-2
-32.49935,25.82107,838,202.292,-3
-32.498757,25.82068,836,202.367,3
-32.498163,25.82029,838,202.443,4
-32.49757,25.8199,841,202.518,1
-32.49683,25.8194,842,202.613,-1
-32.496157,25.818947,841,202.699,-3
-32.495483,25.818493,838,202.786,1
-32.49481,25.81804,839,202.872,6
-32.494175,25.81762,844,202.953,5
-32.49354,25.8172,848,203.034,5
-32.49335,25.81708,849,203.058,4
-32.49274,25.81667,852,203.136,3
-32.49225,25.81637,854,203.197,2
-32.49185,25.81616,854,203.246,0
-32.49133,25.81597,854,203.306,0
-32.49127,25.81595,854,203.313,0
-32.49088,25.81586,854,203.358,-3
-32.49034,25.81578,852,203.418,-3
-32.49001,25.81578,851,203.455,-3
-32.48967,25.81578,850,203.493,-3
-32.48948,25.8158,849,203.514,-4
-32.48934,25.81582,849,203.53,-5
-32.48884,25.81588,846,203.586,-3
-32.48825,25.81596,844,203.652,-2
-32.48805,25.81599,844,203.674,3
-32.48747,25.81608,846,203.739,4
-32.48701,25.816145,848,203.791,6
-32.48655,25.81621,851,203.842,2
-32.4861,25.816265,852,203.893,-2
-32.48565,25.81632,851,203.943,1
-32.48483,25.81644,852,204.035,5
-32.48394,25.81656,857,204.135,5
-32.48383,25.81657,858,204.147,0
-32.48309,25.81669,858,204.23,-4
-32.482445,25.81677,855,204.302,-6
-32.4818,25.81685,851,204.375,-5
-32.4817,25.81687,851,204.386,-3
-32.48126,25.81691,849,204.435,-3
-32.48107,25.81693,849,204.456,-3
-32.48048,25.81693,847,204.522,-1
-32.47988,25.81688,846,204.589,-2
-32.47965,25.81684,845,204.615,-2
-32.47947,25.81681,845,204.635,-2
-32.4794,25.8168,845,204.643,-4
-32.47893,25.8167,843,204.696,-4
-32.47848,25.81656,841,204.748,-2
-32.47807,25.81642,841,204.795,0
-32.47798,25.81639,841,204.806,5
-32.47784,25.81633,842,204.822,6
-32.47739,25.81612,845,204.876,4
-32.47723,25.81605,845,204.895,4
-32.47692,25.8159,847,204.932,6
-32.4765,25.81562,850,204.986,6
-32.47631,25.81549,852,205.01,6
-32.47609,25.81531,853,205.04,4
-32.4758,25.81508,855,205.079,5
-32.47566,25.81495,856,205.099,4
-32.47554,25.81484,856,205.116,1
-32.47552,25.81482,856,205.119,1
-32.47503,25.81432,857,205.191,-1
-32.47446,25.81371,856,205.276,3
-32.47399,25.813195,858,205.347,3
-32.47352,25.81268,860,205.419,2
-32.472972,25.81209,862,205.501,2
-32.472424,25.8115,864,205.583,1
-32.471876,25.81091,865,205.666,2
-32.471328,25.81032,867,205.748,4
-32.47078,25.80973,870,205.831,3
-32.47046,25.80938,871,205.879,0
-32.46983,25.808693,871,205.974,-1
-32.4692,25.808007,870,206.07,0
-32.46857,25.80732,870,206.165,0
-32.46803,25.80674,870,206.246,-3
-32.46764,25.806315,868,206.305,0
-32.46725,25.80589,868,206.364,1
-32.46714,25.80578,869,206.38,2
-32.466755,25.805365,870,206.438,0
-32.46637,25.80495,870,206.496,0
-32.46599,25.804535,870,206.553,-2
-32.46561,25.80412,869,206.611,2
-32.46502,25.80348,871,206.7,0
-32.4645,25.8029,871,206.78,0
-32.46386,25.80221,871,206.876,0
-32.46343,25.80175,871,206.94,0
-32.4629,25.80117,871,207.021,0
-32.46268,25.80094,871,207.053,0
-32.46226,25.80048,871,207.117,0
-32.46223,25.80046,871,207.121,-3
-32.4621,25.80032,870,207.14,-2
-32.46173,25.79991,869,207.197,-1
-32.46141,25.79957,869,207.245,-1
-32.46088,25.79899,868,207.325,-1
-32.46055,25.79864,868,207.374,-1
-32.46033,25.79841,867,207.407,-3
-32.46003,25.79808,866,207.452,-3
-32.45939,25.79739,863,207.549,-1
-32.458755,25.7967,862,207.645,0
-32.45812,25.79601,862,207.74,-1
-32.45765,25.79551,861,207.811,0
-32.45725,25.79507,861,207.872,0
-32.45685,25.79463,861,207.932,-2
-32.45626,25.79399,859,208.021,-4
-32.455727,25.793412,856,208.102,-2
-32.455195,25.792835,854,208.182,-2
-32.454662,25.792258,852,208.262,-1
-32.45413,25.79168,851,208.343,-4
-32.45363,25.791145,848,208.418,-4
-32.45313,25.79061,845,208.493,-4
-32.453,25.79047,844,208.512,-3
-32.45286,25.79032,844,208.533,-2
-32.45269,25.79014,843,208.559,-1
-32.4522,25.789595,842,208.633,-1
-32.45171,25.78905,841,208.708,2
-32.45129,25.78858,842,208.773,0
-32.45094,25.78819,842,208.826,0
-32.4506,25.78782,842,208.877,0
-32.45026,25.78745,842,208.929,0
-32.44969,25.78686,842,209.013,1
-32.44913,25.7863,843,209.095,4
-32.44874,25.78591,845,209.151,1
-32.44816,25.78537,846,209.234,1
-32.44761,25.78486,847,209.311,-3
-32.44716,25.78447,845,209.373,-3
-32.446503,25.783893,842,209.464,-2
-32.445847,25.783317,840,209.555,-3
-32.44519,25.78274,837,209.646,-4
-32.4447,25.78231,834,209.714,-1
-32.44412,25.7818,833,209.795,0
-32.44354,25.78129,833,209.875,-1
-32.4434,25.78117,832,209.894,-1
-32.442825,25.780665,831,209.974,-3
-32.44225,25.78016,829,210.054,-3
-32.441675,25.779655,827,210.133,-1
-32.4411,25.77915,826,210.213,-2
-32.44094,25.77901,825,210.235,-4
-32.440433,25.778567,822,210.305,-3
-32.439927,25.778123,820,210.375,-3
-32.43942,25.77768,818,210.445,-3
-32.43921,25.77749,817,210.475,-6
-32.43862,25.77697,812,210.557,-4
-32.43803,25.77645,809,210.639,-1
-32.43744,25.77593,808,210.72,-4
-32.436853,25.77542,805,210.801,-4
-32.436267,25.77491,802,210.882,-4
-32.43568,25.7744,799,210.963,-3
-32.43552,25.77425,799,210.986,-2
-32.43528,25.77402,798,211.02,-4
-32.434697,25.773517,795,211.101,-4
-32.434113,25.773013,792,211.181,-4
-32.43353,25.77251,789,211.261,-3
-32.43285,25.7719,786,211.356,-3
-32.43267,25.77174,785,211.381,0
-32.432043,25.771187,785,211.468,0
-32.431417,25.770633,785,211.555,-1
-32.43079,25.77008,784,211.642,3
-32.430305,25.76965,786,211.71,4
-32.42982,25.76922,789,211.777,2
-32.42924,25.76871,791,211.858,4
-32.42866,25.7682,794,211.938,1
-32.428032,25.767656,795,212.025,2
-32.427404,25.767112,797,212.111,3
-32.426776,25.766568,800,212.198,3
-32.426148,25.766024,803,212.285,2
-32.42552,25.76548,805,212.371,4
-32.42494,25.764977,808,212.451,0
-32.42436,25.764473,808,212.531,-1
-32.42378,25.76397,807,212.611,-2
-32.42331,25.76362,806,212.673,3
-32.42271,25.76323,808,212.749,0
-32.42225,25.76296,808,212.806,0
-32.42161,25.76264,808,212.884,0
-32.42104,25.76241,808,212.951,0
-32.42089,25.76234,808,212.969,0
-32.420425,25.76218,808,213.023,4
-32.41996,25.76202,810,213.077,0
-32.419245,25.761775,810,213.159,0
-32.41853,25.76153,810,213.242,2
-32.4178,25.761275,812,213.327,0
-32.41707,25.76102,812,213.412,0
-32.416261,25.760738,812,213.506,1
-32.415452,25.760456,813,213.599,0
-32.414643,25.760173,813,213.693,0
-32.413834,25.759891,813,213.787,0
-32.413026,25.759609,813,213.881,0
-32.412217,25.759327,813,213.975,-1
-32.411408,25.759044,812,214.069,1
-32.410599,25.758762,813,214.163,1
-32.40979,25.75848,814,214.256,1
-32.409205,25.758275,815,214.324,-1
-32.40862,25.75807,814,214.392,0
-32.408105,25.75789,814,214.452,2
-32.40759,25.75771,815,214.512,1
-32.40741,25.75764,815,214.533,0
-32.40705,25.75752,815,214.575,0
-32.40647,25.75731,815,214.642,0
-32.40589,25.7571,815,214.71,1
-32.405177,25.75685,816,214.792,0
-32.404463,25.7566,816,214.875,0
-32.40375,25.75635,816,214.958,1
-32.402995,25.75609,817,215.046,1
-32.40224,25.75583,818,215.133,-1
-32.401485,25.75557,817,215.221,-2
-32.40073,25.75531,815,215.308,-2
-32.400215,25.755135,814,215.368,-2
-32.3997,25.75496,813,215.427,1
-32.39896,25.7547,814,215.513,-1
-32.39822,25.75444,813,215.599,-1
-32.397517,25.754193,812,215.681,-1
-32.396813,25.753947,811,215.763,-1
-32.39611,25.7537,810,215.844,-1
-32.395413,25.75346,809,215.925,-1
-32.394717,25.75322,808,216.006,1
-32.39402,25.75298,809,216.087,0
-32.393225,25.7527,809,216.179,-1
-32.39243,25.75242,808,216.271,-1
-32.39173,25.75217,807,216.353,-2
-32.39103,25.75193,805,216.434,-1
-32.39027,25.751645,804,216.522,-2
-32.38951,25.75136,802,216.611,0
-32.388745,25.7511,802,216.7,0
-32.38798,25.75084,802,216.788,0
-32.387145,25.750555,802,216.885,1
-32.38631,25.75027,803,216.982,3
-32.385765,25.75008,805,217.045,-2
-32.38522,25.74989,804,217.108,-1
-32.38448,25.749633,803,217.194,-2
-32.38374,25.749377,801,217.28,0
-32.383,25.74912,801,217.366,-2
-32.38245,25.74896,800,217.429,-1
-32.38228,25.74891,800,217.448,-3
-32.38212,25.74887,799,217.467,-3
-32.38175,25.74877,798,217.509,-2
-32.38137,25.74867,797,217.552,-1
-32.3805,25.74847,796,217.651,1
-32.37963,25.74827,797,217.75,0
-32.378925,25.748105,797,217.83,0
-32.37822,25.74794,797,217.91,-3
-32.377515,25.747775,795,217.99,0
-32.37681,25.74761,795,218.07,1
-32.37645,25.74753,796,218.11,2
-32.37568,25.74735,798,218.198,1
-32.37491,25.74717,799,218.285,3
-32.37436,25.747045,801,218.347,0
-32.37381,25.74692,801,218.41,0
-32.37368,25.74689,801,218.424,-1
-32.37305,25.746835,800,218.495,0
-32.37242,25.74678,800,218.565,1
-32.37166,25.74673,801,218.65,1
-32.37152,25.74672,801,218.665,2
-32.37148,25.74672,801,218.67,3
-32.3709,25.7467,803,218.734,1
-32.37015,25.74675,804,218.818,2
-32.36986,25.74678,805,218.851,0
-32.36939,25.74686,805,218.903,0
-32.36897,25.74694,805,218.951,-4
-32.36849,25.74703,803,219.005,-2
-32.36801,25.74712,802,219.059,0
-32.367465,25.747215,802,219.12,0
-32.36692,25.74731,802,219.182,0
-32.36684,25.74732,802,219.191,0
-32.36616,25.74741,802,219.267,0
-32.36566,25.74744,802,219.322,0
-32.36524,25.74744,802,219.369,1
-32.36482,25.74742,803,219.416,1
-32.36449,25.74739,803,219.453,0
-32.36433,25.74737,803,219.471,0
-32.36415,25.74734,803,219.491,0
-32.36348,25.74724,803,219.566,0
-32.362655,25.747075,803,219.659,1
-32.36183,25.74691,804,219.752,2
-32.361265,25.746805,805,219.816,2
-32.3607,25.7467,806,219.88,0
-32.36018,25.7466,806,219.938,2
-32.35967,25.746505,807,219.996,3
-32.35916,25.74641,809,220.053,1
-32.35841,25.74627,810,220.138,2
-32.35795,25.746185,811,220.19,2
-32.35749,25.7461,812,220.242,2
-32.356692,25.745947,814,220.332,3
-32.355893,25.745793,817,220.422,2
-32.355095,25.74564,819,220.512,4
-32.354297,25.745487,823,220.602,4
-32.353498,25.745333,827,220.692,3
-32.3527,25.74518,830,220.782,0
-32.351973,25.74504,830,220.864,0
-32.351245,25.7449,830,220.946,1
-32.350518,25.74476,831,221.028,0
-32.34979,25.74462,831,221.11,2
-32.34896,25.74446,833,221.204,2
-32.348455,25.74438,834,221.26,2
-32.34795,25.7443,835,221.317,0
-32.34737,25.74423,835,221.382,3
-32.34684,25.74421,837,221.441,3
-32.34613,25.74417,839,221.52,0
-32.34554,25.74418,839,221.586,0
-32.34484,25.74422,839,221.664,0
-32.34427,25.74427,839,221.727,0
-32.34379,25.74434,839,221.781,0
-32.3429,25.74447,839,221.881,3
-32.342293,25.74456,841,221.949,3
-32.341687,25.74465,843,222.017,1
-32.34108,25.74474,844,222.085,1
-32.3404,25.74484,845,222.161,3
-32.33986,25.74492,847,222.222,-1
-32.339195,25.74502,846,222.297,0
-32.33853,25.74512,846,222.371,1
-32.33769,25.74524,847,222.465,2
-32.33722,25.745305,848,222.518,0
-32.33675,25.74537,848,222.571,-1
-32.335933,25.745487,847,222.662,3
-32.335117,25.745603,850,222.754,0
-32.3343,25.74572,850,222.846,-2
-32.333437,25.745846,848,222.942,0
-32.332574,25.745972,848,223.039,0
-32.331711,25.746098,848,223.136,-1
-32.330848,25.746224,847,223.233,0
-32.329985,25.74635,847,223.33,1
-32.329122,25.746476,848,223.426,-1
-32.328259,25.746602,847,223.523,-2
-32.327396,25.746728,845,223.62,0
-32.326533,25.746854,845,223.717,0
-32.32567,25.74698,845,223.814,-2
-32.32482,25.74708,843,223.909,-2
-32.3243,25.74712,842,223.967,2
-32.32383,25.74715,843,224.019,1
-32.32344,25.74714,843,224.062,0
-32.32304,25.74711,843,224.107,-1
-32.32261,25.74707,842,224.155,2
-32.32214,25.74696,843,224.208,0
-32.32168,25.74683,843,224.261,-1
-32.32127,25.74668,842,224.309,-1
-32.32108,25.7466,842,224.331,-2
-32.32089,25.74652,841,224.354,-2
-32.32046,25.74632,840,224.405,-2
-32.32005,25.74607,839,224.456,-4
-32.31948,25.7457,836,224.529,-5
-32.31901,25.74533,833,224.592,-2
-32.31855,25.74491,832,224.656,-2
-32.31814,25.74448,831,224.717,-1
-32.31764,25.7439,830,224.795,0
-32.31727,25.74345,830,224.854,-2
-32.316915,25.743015,829,224.911,-4
-32.31656,25.74258,827,224.968,-3
-32.31655,25.74257,827,224.97,-2
-32.31597,25.74188,825,225.061,-4
-32.31539,25.74119,821,225.153,-5
-32.31529,25.74106,820,225.169,-5
-32.314905,25.740595,817,225.231,0
-32.31452,25.74013,817,225.292,1
-32.31401,25.73955,818,225.37,2
